corpus;company
 Ayer hice una compra por la aplicación de Falabella, cuando finalice el pago me salia que la compra no fue realizada y el cargo en la tarjeta se hizo. espero que me solucionen el problema de mi pedido.;Falabella
 Día del despacho y no llegan llaman para avisar que pronto llegarán y no aparecen les dan las 9 de la noche y no llegan ni llaman;Falabella
" No han cumplido con la fecha de entrega del producto, debió haber llegado a mi domicilio en la ciudad de Arica y aún ni siquiera ha sido despachado, pese haber efectuado la compra el día 03.08.2020.En el seguimiento solo se limitan a señalar lo siguiente:""Lo sentimos, sabemos que tu orden no ha llegado aún. Continuamos gestionando tu despacho lo más rápido posible"".Número de orden:5527718049Total: $ 164.990Fecha de compra: 03/08/2020Número de despacho: 121196417639Despacho a domicilio, fecha entrega Martes 11.08.2020.Lo sentimos, sabemos que tu orden no ha llegado aún. Continuamos gestionando tu despacho lo más rápido posible.Smartwach Galaxy Watch 46mm PlateadoSAMSUNGSmartwach Galaxy Watch 46mm Plateado$ 164.990*Precio de referencia1 unidadSolicitud recibida03/08Orden confirmada03/08";Falabella
 Me trajeron el pedido de 2 mochilas incompleto, solo llegó llame y me dijeron que entre lunes o martes me lo traerían el pedido restante , el número de orden del pedido es 5524521567,nesecito saber cuándo me traerán la otra mochila restante a mi correo lissyperu@hotmail.com;Falabella
 Compre un articulo hace 2 meses, recién este viernes me entero que esta sin stock, y que debían contactarme para solucionar el problema, lo cual no han hecho, lo peor es que al contactarlos yo me dicen que no tenían stock ni siquiera cuando lo compré. Como no me contactan, no me devuelven si quiera mi dinero.;Falabella
 Pésimo servicio de despacho y ma malo aun servicio de ayuda telefónica.Hice las siguientes compras:1) El 10-07-2020 compré 2 productos en la misma boleta, que necesitaba llegaran antes de que empezara Agosto, con Entrega señalada por Falabella para el 14-07-2020 y ya estamos a 11-08-2020 y aun no llegan los productos, al contactar a ayuda telefónica solo dicen que se está gestionando el envío. y que es todo lo que pueden decir.2) El 17-07-2020 compré un calientacamas con fecha de entrega señalada por Falabella para el día 27-07-2020, ya estamos a 11-08-2020 y aun no llegan los productos, al contactar a ayuda telefónica solo dicen que se está gestionando el envío. y que es todo lo que pueden decir. quizás llegue para el próximo invierno.3) Con fecha 23-07-2020, compré 3 productos en la misma boleta, con fecha 01-08-2020 de los cuales solo llegó uno de los productos y de los otros 2 no hay fecha cierta de entrega ya estamos a 11-08-2020 y aun no llegan los productos, al contactar a ayuda telefónica solo dicen que se está gestionando el envío. y que es todo lo que pueden decir. quizás llegue para el próximo invierno.Espero una pronta solución y algún modo de compensación por la demora.;Falabella
 el día 09 de Julio de 2020, compré vía on line en Falabella 2 cajas de guantes $9.990 cada una. Hasta la fecha de hoy 11 de Agosto no he recibido nada. La compra la cancelé con tarjeta red compra. Ha sido impósible contactarme a través del teléfono, no atienden. Qiuisiera saber cuándo me llegará esta compra.;Falabella
 Hice compra en falabella, la cual anulé de inmediato porque me equivoqué en la medida del producto. Llamé para verificar y me dijeron que no había problema. De inmediato se devolvió el dinero, salvo el valor del flete (que estaba programado para 1 mes más).Llamé a falabella para poner reclamo y en el call center me dieron la razón. Luego de varios reclamos más en que siempre prometían haber hecho la nota de crédito, tuve que poner reclamo en el sernac porque nunca llegó la devolución.El 21/07 respondieron al sernac (sin ninguna disculpa) que devolverían el dinero en 3 días hábiles, lo cual tampoco ocurrión. tuve que poner un segundo reclamo al sernac, presentando la misma carta de Falabella donde se comprometía a devolver el dinero. Respondieron mediante una carta que aludía a otro producto, comprometiendo una nueva fecha para semanas más. Con el historial pasado, puedo anticiparme a que esta nueva fecha tampoco la cumplirán. Pésimo Falabella, este es el reclamo sólo por 1 producto con el que tuve problemas. Ahora seguiré con los reclamos por los otros. no recomiendo comprar ahí, salvo que realmente no quede otra, ya que no tienen interés en el cliente.;Falabella
 Quiero denunciar a la empresa falabella ya que el día miércoles 05/08/20 hice una compra por Internet de un LED en la pagina de esta tienda, pagando con tarjeta de débito ,a lo cual me dijeron que llegaría el día miércoles 11/08/20. Hoy, martes 10/08/20 Falabella me envía un correo diciendo que mi compra no fue aceptada porque hubo un error y no pudieron validar mi medio de pago así que, que intente comprando todo de nuevo!!! . 538.990 pesos no pudieron ser validados y salieron de una tarjeta de DÉBITO!!!!!! Y DESCONTADOS DE MI CUENTA!!!! SU RESPUESTA ES que tengo que esperar A QUE ME CONTACTEN!!!! NO COMPREN EN FALABELLA NO DAN SOLUCIÓN!!!!;Falabella
 Como es posible que una empresa de prestigio como Falabella desde el mes de mayo aún no me resuelva en su totalidad por un cobro indebido de un producto que no me fue entregado y que de tanto reclamar, incluso acudiendo al sernac solo se han limitado a reintegrar el dinero de lo cobrado pero no asi con los intereses que ello genero durante esos meses que alcanzan a alrededor de 18000 pesos. He llamado y efectuado diversos reclamos que han quedado de solucionar y a la fecha no he tenido ninguna respuesta oficial pues todo lo estan realizando via telefonica y no atienden los telefonos. por favor espero que la gerencia tome cartas en el asunto por que esto ya se ha transformado en un abuso.;Falabella
 Hice dos compras por Internet una el 28 de junio y la otra el 31 de julio , no me llego confirmación de la compra pero si se descontó de mi cuenta de débito y crédito, estoy muy molesta porque es la fecha y no he tenido respuesta sobre mi reclamo ,ni devolución de mi dinero, también realice otra compra con despacho el día 10 de agosto y no ha llegado mi producto a mi casa.Si van a prestar un mal servicio mejor no hagan nadaEn espera de una pronta respuesta porque yo no puedo seguir esperando por un mal servicio de ustedes;Falabella
 El día miércoles 5 de agosto de la semana pasada realicé una supuesta compra (online) de una bicicleta en oferta, el tema es que al confirmar la compra con la tarjeta de crédito de la misma entidad financiera (CMR) está nos acordó por sistema, una fecha de entrega para el día viernes 7 de agosto. Posterior a esto el día sábado se realiza la llamada de consulta por el producto el cual tenía fecha de entrega (que ya estaba atrasada) pero no está confirmado en el sistema propio de Falabella, y en la cual los mal llamado “ejecutivos” no saben dar respuesta concreta aludiendo que ellos no tiene contacto con su centro de distribución entre otro, y preguntarles por fecha... nefasto.Sabemos que en este momento la afluencia de compra se concentra mediante el método de entrega directa a la casa del cliente, pero es una empresa multinacional, la cual no tiene suficiente caja para programar los pedidos de las ventas que esta misma genera. Y lo último.... anda a atrasarte con esto rekulios te llaman te cobran. Te las hinchan de una forma.PD: quiero mi bicicleta y al precio que la compre ya que la compra está facturada en la CMR. Obviamente en una fecha adecuada. PD2: Falabella sin vergüenza;Falabella
 Cancele un producto y el dia 05 de agosto del presente año fue aceptado dicho requerimiento y hasta el dia de hoy no hay devolucion del dinero;Falabella
 Buenas tardes. La compra que realice (Orden de compra N°5396565102) no se pudo hacer efectiva ya que la empresa FALABELLA no me comunicó en ningún momento que el lugar de retiro estaba cerrado!!!!Me enviaron una Nota de Crédito, pero no sé qué hacer con ella...Les he enviado varios mail y no contestan;Falabella
" El día 6 de Mayo, hice la compra de una congeladora marca Maigas con un costo total de $123.9800 el día 20 de mayo llegó el producto dañado a mi domicilio, el repartidor no permitió revisarlo en el momento y el producto traía una abolladura en la parte inferior donde se encuentra el motor, provocando que dicho motor estuviese hacia afuera. Ese mismo día se hizo la primera solicitud ""Cambio"" y llegó un correo que el 16 de Junio se haría el cambio de producto, no pasó. Volví a hacer otra solicitud tanto vía online como telefónica y no se me permitió.En el mes de julio sin falta llamé cada lunes a falabella reclamando que no había sido cambiado el producto y pedí la devolución del dinero, solamente 1 de las 4 solicitudes de devolución se hizo de manera correcta. De dicha solicitud no hay noticias hasta el día de hoy 11 de agosto. Pedí la devolución del dinero por el cansancio de no recibir respuesta pero sólo se hará efectiva el día que vengan a buscar el producto, es decir, debo seguir esperando con un producto dañado que tengo desde mayo en mi domicilio. Llamo cada semana y su única respuesta es ""lo marcaremos como urgente"" aun así no hay respuesta.";Falabella
 El dia 26 de Julio se realizo una compra de 130 mil pesos, la cual desconosco ya que no he comprado ningun producto en Falabella connect.Me contacte con un ejecutivo el dia 29 de Julio al rededor de las 15 pm para hacer las consulta y reclamo correspondiente,me indican que haran el seguimiento de la compra, averiguarian por cual mediose realizo la compra, etc.El dia Sabado 8 de Agosto me contactan desde Falabella para indicarme que el reclamo lo debemos realizar directo en la seccion de Falabella Connect, me indicaron los numeros 224782552 / 8001043804 ambos numeros aparecen inexistentes, y 6003904100 me atendio la srta Paula Guerrero indicando que ella no puede ingresar a la compra ya que no tenemos numero orden de compra ni factura, que tenemos que llamar a otros numeros de esta tienda, y nos indican que llamemos de un lugar a otro sin dar solucion.;Falabella
 Compre un producto en Mayo del presente año con retiro en chileexpress, debió llegar el 1 de junio y no llego, luego de insistir por el numero de orden de chileexpress, fui nuevamente a chileexpress y me indicaron que falabella se equivoco y no puso el nombre correcto en el paquete, por esta razón el producto nunca salio de santiago, ahora me han tramitado y tramitado sin darme ninguna respuesta concreta de la entrega del producto. Llevo 2 meses esperando que me contacten y nada, nadie me ha contactado para darme una solución. He sido yo quien ha llamado constantemente para que me den una solución y lo único que recibo es que no pueden hacer nada mas, solo insistir y nada mas.Yo exijo el producto.;Falabella
 OC 5526598123-FALABELLA INCUMPLE EN SUS DESPACHOS,PESIMA ATENCIÓN A CLIENTE ,NO ENTREGAN INFORMACIÓN CONCRETA,NO LLAMAN A SUS CLIENTE DANDO EXCUSAS DEL RETRASO,ME PARECE UN colmo,LOS CLIENTES NO RECLAMAN POR RECLAMAR EXIJIMOS EL PRODUCTO Y/O SERVICIO QUE PAGAMOS.AL MOMENTO DE PAGAR POR MI PRODUCTO YA ES OBLIGACIÓN DE FALABELLA CUMPLIR CON LO PACTADO INDEPENDIENTE DEL MONTO QUE SEA LA COMPRA.El dìa 02/08 realice una compra N 5526598123 ,pague el monto mas alto por el despacho para elegir el día de despacho de mi producto. El producto NUNCA LLEGÒ EL DÌA COMPROMETIDO ,puse el mismo dia el reclamo en la pagina ¿y adivinen? hasta el dia de hoy esperando respuesta y nada ,llame al call center donde me indican que ya hay un reclamo y solo se podía avisar que no hay respuesta,,ahhh!! y el tiempo de respuesta es de 1 semana,ajajjaja,,,pero si yo me demoro en pagar una semana en la empresa empiezan los intereses del dia uno,una inconsecuencia total donde siempre el perjudicado es el cliente.Ya basta falabella con sus excusas de la pandemia,,llevamos 5 meses en pandemia y en confinamiento,por lo que es tiempo suficiente para que tomaran las medidas correspondientes para cumplir a todos sus clientes ,y si no se la pueden por ser una empresa poco proactiva y con cero organización y planificación,no ofrezcan fechas y productos si no pueden cumplir.A su vez son tienen un miserable trato hacia sus clientes quienes somos quien mantienen su empresa en pie,que ni siquiera son capaces de llamar por telefono e indicar que no podran cumplir con el despacho.cero calidad de servicio hacia sus clientes.EXIJO MI PRODUCTO A LA BREVEDAD...SI EXIJO ,NO ES UNA PETICIÒN,YO PAGUE MI PRODUCTO POR LO TANTO EXIJO lo que falabella comprometio a cumplir.Exijo también la diferencia del pago de mi despacho por el que pague mas,ya que no se cumplio,yo elegí y pague por eso,,no pague el despacho por rango de fechas,por lo que la diferencia de eso debe ser devuelto.;Falabella
" Hice una compra online en mayo, al no ser despachado y no tener información al respecto, la cancelé en julio (orden de compra 5426537734 y la solicitud para dar de baja es la 187860879568). También pedí cerrar mi cuenta pero me dicen que sólo puedo hacerlo presencialmente. Estamos en pandemia y Falabella no se ha adecuado a las circunstancias. ¿Cómo es posible que no puedan enviar un formulario por correo para cerrar la cuenta como lo hace cualquier entidad bancaria?He llamado innumerables veces y las respuestas automáticas llevan siempre a lo mismo ""Comuníquese con Falabella"" , sin dar ninguna solución. Sólo me llegó al correo una gifcard virtual por $20.000 como compensación por la Mala experienciaEn síntesis exijo la devolución de mi dinero y el cierre de mi cuenta.Paulina";Falabella
 Se ha solicitado tres veces a Falabella el retiro de los productos sin uso, en Puente Alto (en cuarentena) ,Falabella vía telefónica indica 3 fechas de retiro, las cuales no se cumplieron:-Compra del productos:29/04/2020, con entrega a domicilio.-N° de orden: 5401018012-N° de solicitudes realizadas por el cliente de devolución: 1-83913426849, 1-83319497239,1-82965830292.;Falabella
 Muy buenos días el motivo de mi reclamo es por la pésima atención que tienen hacia el cliente el call center justamente de atención al cliente.Mi caso es el siguiente, llevo mas 8 meses pidiendo un aumento de cupo lo cual es muy tedioso, siempre me dan una fecha y cuando lo solicito en dicha fecha me dicen que no y me dan otra fecha y nuevamente hago lo mismo, pero esta ves ya perdí la paciencia. Soy un cliente que paga sus cuentas a la fecha e incluso antes de la fecha y siento que es injusto lo que hacen, lo peor es el trato, soy un cliente y yo estoy consumiendo su producto el me necesita mas que yo a él, por lo mismo daré de baja esta tarjeta después de haber pagado mis cuentas. Pésimo falabella no consideran a sus clientes y tampoco se toman enserio la atención hacia ellos. Públicidad engañosa, pésimo.;Falabella
" Desde hace más de dos meses recibo llamadas de un bot telefónico a mi número celular (el cual tengo desde hace más de 5 años) para cobrarme una deuda de un tal ""Nicolás Undurraga Orrego"". He llamado al teléfono de atención al cliente y no atiende ningún ejecutivo. Me tienen cansado, hoy me han llamado TRES VECES.¿Qué tengo que hacer para que Falabella deje de molestarme? Esto es acoso. Yo no les debo un peso y les he dicho en innumerables oportunidades que NO SOY LA PERSONA QUE BUSCAN. ¿Hasta cuándo?";Falabella
 No llega una cama 2 meses pagado y no llega;Falabella
 SEÑORES,Despacho 1 de 3, en el primer despacho llego INCOMPLETO falta la parka. he reclamado muchas veces desde la página web y por teléfono. Número de solicitud (reclamo) 1-88613405622.;Falabella
" Se compró un ""stand pie boxeo pro"" y el producto llegó incompleto (sin la base) Adjunto Fotos de lo que se compró y lo que llegó";Falabella
 Hice dos compras por internet el 31 de julio , no me llego confirmación de la compra pero si se descontó de mi cuenta corriente , espere el despacho y hoy 10 de agosto veo que mi compra fue cancelada y la otra compra ni siquiera aparece, sin embargo no se hizo el reverso del dinero en la tarjeta.;Falabella
 hice una compra el 2 de agosto con 5 productos en donde uno de ellos sale que fue entregado el día 4 de agosto y jamas recibí el producto hoy fui a ver mi cuenta para ver el estado de mis productos y me doy cuenta de dicho hecho eh intentado de comunicarme llamar y no dan respuesta a esto es insolito que esta empresa si esta tan colapsada no deberia seguir su funcionamiento hasta que se vea mas despejada su demanda y entregar los productos como corresponde;Falabella
 el día de hoy e intentado ,muchas veces de llamar por teléfono al banco falabella estoy hablando al rededor de 30 a 40 veces o mas y ya que no contestan hable por ws,que al parecer es una maquina la cual te pegunta lo mismo y te da letras y luego supuesta mente te habla un ejecutivo, que te vuelve a preguntar lo mismo una y otra vez, la lata de todo esto que yo trabajo des de mi casa y al mismo tiempo estoy pendiente de mi hija discapacitada y tengo que estar pendiente de que alguien me atienda el motivo era una transferencia la cual nunca pude hacer ni por el monto ni por la hora acordada con la persona,ustedes entenderán que quede como una persona irresponsable por no hacerlo en el momento exacto no puede cumplir ni con la hora ni el monto acordado,todo por que el banco no cumplió, solo me permitieron transferir de apoco ni siquiera todo el monto,supuesta mente podía transferir después de 24 hrs,y eso fue el día viernes 7.08.20.y lo hice el día 10 y había pasado mucho mas que 24 hrs nadie se hace responsable de esto;Falabella
 Compré un sostén por la aplicación de falabella, me lo trajeron pero es distinto al publicado, solo la foto porque los códigos corresponden... He llamado muchas veces para que retiren el producto, pero no pueden porque la empresa que me lo entregó hace un mes todavía no da aviso a falabella de la entrega, por lo está pendiente de entrega, pero a mi ya me lo cobraron... Falabella tiene una muy mala atención post venta y no se hacen cargo. Como si fuera poco tuve que anular una compra por unos botines que no tenían en stock, todo bien me hicieron nota de crédito, después de muchos llamados y reclamos, pero ahora me llegaron los botines... Llamé para que los vengan a buscar y me dijeron que lo tendrían que ver, o me los cobrarían, todo mal, ya no los quiero eran para el invierno y está terminando, los esperé por mucho tiempo y nunca llegaron!!!;Falabella
" El día jueves 6 de agosto a las 22:00 hrs realicé un pago de impuestos por formulario 29, el cual fue rechazado; sin embargo el cargo se hizo igual en la tarjeta el monto es $1.027.218. necesito que reviertan el cobro por favor.";Falabella
 Realicé canje de puntos, por una aspiradora inteligente, con entrega en la ciudad de Rancagua, tienda Homecenter de Plaza América, en tienda no saben nada a la fecha y solo se dan la molestia de averiguar, si yo les llevo correo con código de confirmación, el cual no me ha llegado. espero respuesta de ustedes, gracias saludos cordiales.Jaime Bravo Rivera6.662.xxx-x;Falabella
 Compré dos pares zapatillas en falabella hace 1 semana tiene. Que llegar hoy y aún nada. Y no me de rastrear. Mi pedido llamo a todo los números que tienen y nadie contesta;Falabella
 Compre a principios de Julio unos sofás para regalo de mi hija, se cobro de manera inmediata el valor y se indicaba despacho,que programe para 5 de agosto, dando tiempo a que se cumpliera. No se cumplió con el despacho, y no hay manera de saber cual es la nueva fecha de entrega. E ingresado ya 2 reclamos, pero no hay respuesta.Es una vergüenza que lo que se supone es una gran empresa, que gasta enormes sumas en publicidad, no disponga de un poco de ese dinero a dar un buen servicio.Es publicidad engañosa lo que señalan en su pagina Web:Despacho preciso y puntualDiversidad en opciones de despacho y alto estándar en el cumplimiento en las fechas de entrega de sus productos a lo largo de todo el país.Espero que sancionemos a este tipo de empresas que abusan de sus clientes.;Falabella
 Realice una compra de una batidor el 06 de junio, después de tres semanas me indicaron que ellos anularon pedido, sin motivo ni razón, a la fecha aun no devuelven el dinero e indican que en la próxima o subsiguiente estado de cuanta lo harán, frescos trabajan nuestro dinero en el sistema financiero, y uno paga el costo de haber comprado en falso. hacen esto a menudo para hacer dinero trabajarlo, ganan los intereses y te lo devuelven en tres meses.me huele mal..;Falabella
 Con fecha 04/08/2020 presenté un reclamo que quedó registrado con el N° 1-88713488347 en que pedía la devolución del dinero por la compra no entregada de un Robot Aspiradora Dojosan, con la Orden de Compra 5407311810. El 05/08/2020 Falabella me contestó diciendo que me devolverían el dinero y pidiéndome los datos de mi Cuenta Corriente, lo que informé de inmediato. Hasta ahora, 10 de agosto, no he recibido ni el dinero ni ninguna información de Falabella.;Falabella
" Hola, quiero hacer un reclamo hacia esta tienda. Hace 3 días hice una compra ""supuestamente"" por falabella online y compre un jeans al cual nunca me llegó el comprobante del envío, solo el comprobante de la transacción al cual he llamado varias veces y no me dan solución! Me robaron mi dinero que no es menor... Y no sale registro del envío con mi rut, ni las compras... Llame y me dijieron que no había ningún dato de que se realizó una compra online... Perdí mi dinero... Por confiar en esta empresa... Me robo mi dinero";Falabella
 hice una compra online con retiro en tienda.la fecha del retiro era por una compra para el 7-8-2020.acepte la fecha indicada ,ya que los 2 productos comprados eran para regalo de cumpleaños para el dia 8-8-2020.fui a retirar el 8-8-2020 y solo se encontraba uno de los 2 productos en sodimac pajaritos.en ningun momento decia que los productos no llegarian juntos en la fecha indicada,sino hubiese visto enotra tienda,otra fecha de entrega.el producto que retire fue el sarten magefesa nova y el otro quedo pendiente.tendre que ir nuevamente ,a pesar de que la tienda me queda bastante lejos,porque vivo en cerro navia.;Falabella
 En la página de falabella ofrecen productos con importantes descuentos en una marca en especial. Al momento de comprar con despacho a domicilio ,no se puede. Ni por internet ni de forma telefónica. La respuesta que me da el operador es simplemente que hay un problema con el producto pero que no sabe cuál. En la pagina aparece con despacho a domicilio,que existe la talla la cual quiero, pero no permite la compra.;Falabella
 Hace más de 5 meses que no han enviado la cuenta mensual, a pesar de efectuar reiterados llamados al call center, este no funciona, al ingresar a la aplicación en el computador, se pudo verificar que los datos se encuentran actualizados, sólo no se está efectuando el envió de la información, esto se necesita con la finalidad de cumplir en los plazos los compromisos adquiridos, para verificar la cantidad de cuotas por compras realizadas y mantener un orden.Además se baja la aplicación de CMR, la cual envía códigos de verificación al un teléfono que no corresponde, se trata nuevamente de tomar contacto con el call center, el cual no funciona y solo dice “disculpe su llamado no ha podido ser enviado a un ejecutivo”, y así con esa simple explicación llevo más de 5 meses, dejando en claro que no le interesa dar solución a la problemática que presentan sus clientes.Tengo claro que por la pandemia esta situación a sido muy difícil, por lo cual no se puede concurrir a las tiendas para atención al cliente, quedando sólo la opción de Call Center, la cual no está siendo efectiva, pero de igual manera se tiene claro que se dicho trabajo puedo realizarse vía teletrabajo, no afectando a la clientela y siendo más rápida la atención y solución al problema que se plantea.Por todo lo antes expuesto requiero el envío de mi Estado de Cuenta Mensual, como también se tome contacto a mi celular con la finalidad de dar solución y obtener la aplicación para mi celular.EDITH FUENTES VERA13.767.xxx-x+569-82311168edithfuentesvera@gmail.com;Falabella
 El día 25 julio compré por teléfono me dijieron que la compra llegaba el primero agosto por ese motivo compré pero ya estamos a 10 agosto y no llega todavía me encantaron las personas que venden vía telefónica mienten;Falabella
 EL 17 de mayo del 2020 realice una compra (5417124707 ), la cual fue pagada totalmente con Debito Banco Falabella.....Falabella confirma la compra, pero el día 25 de mayo 2020 la cancela......solicito la devolución de dinero, presento toda la documentación solicitada (cartolas del Banco Falabella) y a la fecha de hoy NO DEVUELVEN EL DINEROHe llamado en varias ocaciones a Servicio del cliente Falabella y no dan solucion......Me siento humillado.LLEVO MAS DE 3 meses esperando MI DINERO;Falabella
 Compré el día 31.07.2020 en el seguimiento aparece entregado y, no he recibido nada. Hice el requerimiento pero hasta el día de hoy nadie se ha contactado conmigo. Fecha solicitud 04.08.2020 número de solicitud 1-88811771012necesito saber que pasa con la entrega.;Falabella
 Anulé compra y me dijeron eb fallabella que no recibiera los productos...Blue express sólo hizo anulación de uno de los productos de un total de 4 que devolví correspondientes a 2 boletas de 2 productos cada uno.Los otros aún están en poder de Blue express , por lo que si no los entregan a falabella a mí no me devolveran mi dinero por la anulación de la compra.Falabella quedó con la intención de comunicarse pero al llsmar me dicen que las compras están en reparto es decir que están en sus bodegas.Todo por que ustedes no realizaron la orden de devolución que corresponde ...Encima tuve que cancelar la compra para no generar intereses...Me parece una pésima gestión..Mis números de orden son 5467370710 y 647261050 de los días 24 y 26 de junio..Espero una pronta solución;Falabella
 El día 6 de junio realicé una compra de una aspiradora, me llegó a los días, pero no fue entregada a la persona q decía en la boleta sino q aun vecino, el cual el producto no fue revisado, al momento q me lo entregan el producto tiene malo el botón de encendido, se llama ese mismo día reiteradas veces a falabella para informar el cual no recibimos respuesta asta el otro día, se hiso el reclamo y se suponía q el día 20 de julio ellos venían hacer el cambio cosa q nunca llegaron asta el día de oy 10 de agosto no ay ningún llamado de un ejecutivo ni nada y el producto fue comprado hace 2 meses ya y cancelado en 1 cuota;Falabella
 Hace más de un mes compré en Falabella, y todavía no recibo el producto. A pesar que en la página indica que lo entregaron el mismo día que lo compré. Increíble. He llamado innumerables veces, he ocupado todos los canales, whatsapp, señales de humo ... etc. y no dan respuesta. en servicio al cliente, cuando te contestan te piden el rut y después cortan . Ref compra 5495156720. número de solicitud es el 1-87317019210.;Falabella
 No a recibido nada porfavor comunicarse a contacto 940285105 con catherine almendro;Falabella
 compre un termo el 21-07-2020 se suponía que llegaba al 3 día y ya van 15 días y nada;Falabella
 l 4 de junio compre 2 chombas me llegó solo una. . Rut 3891xxx-x orden 5442975367. despacho domicilio n despacho prenda 121124554405.. Espero el envio o devuelvan el dinero;Falabella
 Deben venir a retirar un sofá y cortina, ya que los productos llegaron en mal estado , ya van mas de tres meses que los compre y aún no hacen nota de crédito, Ademas un comedor que compre también , una de las sillas salio defectuosa y se quebró , no duró mas de dos meses, necesito que la cambien. Según falabella están proceso de notas de crédito pero de esto ha pasado mas de un mes. Se reclamo a sernac y la resolución fue que tienen que devolver el dinero, esto fue pagado por transferencia con tarjeta de débito y retirar los productosaún no pasa nada y no hay forma de comunicarse con ellos ,( por teléfono, dice que no existe ), por Whatsapp, mensajes . etc.Adjunto imagen de la silla quebrada, Las imagenes del sillon ya las envie;Falabella
 el 11/06 realice una compra por $484980, boleta:661529455orden despacho:5451932610luego de mucho esperar me cancelaron la compra unilateralmente 22/07, sin enviar un correo explicativo, sin llamado telefónico, y lo peor no se donde dirigirme para recuperar mi dinero que recibieron el primer día.no responden los llamados telefonicos al hall center, uno puede estar esperando en linea mas de una hora y nada.la verdad no se que hacer, exijo una explicacion¡¡¡.;Falabella
 Compre congeladora 3 de agosto debería aver llegado 6 de agosto lo cual no llego no contestan no dan niuna solucion;Falabella
" Han pasado 20 dias desde que compré un disco duro y un Mouse aún no llegan.Lo peor es que falabella no responde llamadas. Ponen una máquina con muchas opciones donde ninguna te lleva a una operadora.Por supuesto que está realizado de forma engañosa y premeditada para hacerle perder tiempo al cliente y seguir ""juntando interés""";Falabella
 El dia 12 de junio pedimos unos zapatos por la aplicación y en ese momento si habia stock,en los días que debían llegar los zapatos no habian noticias de la entrega y el revisar decia que tenian un problema con el despacho,fuimos a la tienda a preguntar que pasaba y nos dijeron que no quedaba stock y debíamos esperar la devolución,pero ya se aran 2 meses esperando la devolución y aun no la hacen,el lunes debemos llamar para ver cuando nos aran la devolución,esperamos tener respuestas ya que en todo este tiempo no emos resivido ningúna;Falabella
 Después de hacer el seguimiento de la compra por varios días que indicaba que ya venía en camino y esta información apareció como dos semanas después de haber hecho la compra, en la fecha tope de entrega se informa que la compra fue entregada lo cual no es cierto ya que no se ha recibido nada!!!! PÉSIMO!!!;Falabella
 hace aprox dos semanas compre dos celulares (de alto costo) los cuales no llegaron en la fecha indicada. un día después del último día de la fecha aparece ENTREGADO!! pero no a mi. quizás donde está! como no tienen cuidado con productos de gran valor !!!!! hice la comprar ya que lo necesito por temas de trabajo y gracia a uds FALABELLA no he podido realizar mi trabajo. me canse de llamar a call center y no recibir respuesta alguna. PÉSIMO SERVICIO. para nunca mas.;Falabella
" 14/05/20; procedo a comprar 6 productos en Falabella, los cuales los separaron en 3 envíos, debiendo llegar el 22/05/20.El envío 1 (1 calza) y 2 (3 calzas) , llegaron dentro de las fechas (MAYO).El envío 3, (2 poleras Trolls) $ 7990.- c/u, al día de hoy no han llegado.Lo anterior corresponde a la orden N° 5413554188 por un monto de $ 57940.-Los productos, aún sin haberlos recepcionados, fueron cancelados en la cuota del 05/06/20.Han transcurrido 2 meses, enviando reclamos por wassap, a Amanda; hablado por teléfono a lo menos con 10 funcionarios, entre ejecutivos y jefaturas, haciendo ver el problema, sin que a la fecha hayan dado una solución al problema.Con fecha 28/07/20, presento reclamo en sernacCon fecha 01/08/20, Falabella responde que corresponde mi reclamo, por lo cual harán N/C por 1 calza por $ 9990.-la cual llegó oportunamente en el mes de mayo.Lo que se esta reclamando son dos poleras de $ 7990.- cada una.";Falabella
 Compre una estufa en el mes de mayo deveria aver llegado al mes no llego y yo ya abia canselado una cota y no me devolvieron el dinero he llamado muchas vese y ninguna solucion super mala la atencion de ejecutivos. Tambien ase mes compre una caja de vajillas la cual llego a los 2 dias pero quebrada entera llevo 3 semanas el cambio me a pasado lo mismo llamo y llamo y ninguna solucion . Empresa que solo roba . Me enviaron un correo donde vendrian oy a cambiarlo y despues me envian un mensaje que no vendran por no ver adulto y yo todo el dia esperando.. Que ravia impotencia con esta empresa;Falabella
 EL 08 DE JULIO COPRE ONLINE EN FALABELLA, PRODUCTOS LOS CUALES aun no SON ENTREGADOS SOLICITE NOTA DE CREDITO LA CUAL AUN TAMPOCO ES EMITIDA HASTA EL DIA DE HOY .....SOLO ME ENVIAN CORREO DICIENDO QUE ALGUIEN SE CONTACTARA CONMIGO COSA QUE NO SUCEDE FalabellaHOMETIENDAVENTA TELEFÓNICAMI CUENTAMIS ÓRDENESMIRIAM MARISOL SILVA CERDA, tu solicitud por el motivo Nota de Crédito con referencia a la orden de compra N°5486301443, ya está siendo atendida por nuestro equipo de Servicio al Cliente de Falabella y puedes identificarla con el número 1-88870890748.Guarda éste número, te servirá como referencia para cualquier pregunta que necesites hacer más adelante.iRecuerda que puedes trackear el estado de tu orden, solicitar cambios, imprimir tu boleta y administrar todo lo relacionado a tu compra en la sección Mis Órdenes de Falabella.com.Para mayor información puedes contactarte con nuestro Servicio de Atención al Cliente al 600 380 5000.Atentamente,Equipo Servicio al Cliente Falabella.*Este email fué generado de forma automática, por favor no respondas a este correo.;Falabella
